Disturbance,Temperature,Common_Name,Sex,Date,Initial_Three_Min_Cnt,TaxonCode,PIF_Watchlist_Status,Year,Scientific_Name,AcceptedTSN,Source_Sheet,AOU_Code,Interval_Length,Location_Type,End_Time,Admin_Unit_Code,Sky,Wind,Flyover_Observed,Distance,Humidity,Regional_Stewardship_Status,Start_Time,ID_Method,Plot_Name,Visit,Observer,Ecosystem
No effect on count,24.8999996185303,Grasshopper Sparrow,Male,2018-05-15,True,83867,False,2018,Ammodramus savannarum,179333,MANA,GRSP,1.25,Grassland,08:14:00,MANA,Partly Cloudy,5.5,False,75.0,73.5,False,08:04:00,Singing,MANA-0058,1,Elizabeth Oswald,Grassland
No effect on count,24.8999996185303,Indigo Bunting,Male,2018-05-15,True,94257,False,2018,Passerina cyanea,179150,MANA,INBU,1.25,Grassland,08:14:00,MANA,Partly Cloudy,5.5,False,75.0,73.5,True,08:04:00,Singing,MANA-0058,1,Elizabeth Oswald,Grassland
No effect on count,24.8999996185303,Great Crested Flycatcher,Undetermined,2018-05-15,True,85791,False,2018,Myiarchus crinitus,178309,MANA,GCFL,1.25,Grassland,08:14:00,MANA,Partly Cloudy,5.5,False,75.0,73.5,False,08:04:00,Singing,MANA-0058,1,Elizabeth Oswald,Grassland
No effect on count,24.8999996185303,Red-winged Blackbird,Male,2018-05-15,True,93613,False,2018,Agelaius phoeniceus,179045,MANA,RWBL,1.25,Grassland,08:14:00,MANA,Partly Cloudy,5.5,False,75.0,73.5,False,08:04:00,Singing,MANA-0058,1,Elizabeth Oswald,Grassland
No effect on count,24.8999996185303,Eastern Meadowlark,Male,2018-05-15,True,93601,False,2018,Sturnella magna,179034,MANA,EAME,1.25,Grassland,08:14:00,MANA,Partly Cloudy,5.5,False,75.0,73.5,False,08:04:00,Singing,MANA-0058,1,Elizabeth Oswald,Grassland
Slight effect on count,19.6000003814697,Eastern Meadowlark,Male,2018-05-15,False,93601,False,2018,Sturnella magna,179034,MANA,EAME,8.75,Grassland,06:51:00,MANA,Partly Cloudy,2.0,False,75.0,85.0999984741211,False,06:41:00,Singing,MANA-0138,1,Elizabeth Oswald,Grassland
Slight effect on count,19.6000003814697,Cedar Waxwing,Undetermined,2018-05-15,False,88296,False,2018,Bombycilla cedrorum,178532,MANA,CEDW,3.75,Grassland,06:51:00,MANA,Partly Cloudy,2.0,True,64.34426229508196,85.0999984741211,False,06:41:00,Visualization,MANA-0138,1,Elizabeth Oswald,Grassland
Slight effect on count,19.6000003814697,Eastern Towhee,Male,2018-05-15,False,83803,False,2018,Pipilo erythrophthalmus,179276,MANA,EATO,8.75,Grassland,06:51:00,MANA,Partly Cloudy,2.0,False,75.0,85.0999984741211,True,06:41:00,Singing,MANA-0138,1,Elizabeth Oswald,Grassland
Slight effect on count,19.6000003814697,Grasshopper Sparrow,Male,2018-05-15,True,83867,False,2018,Ammodramus savannarum,179333,MANA,GRSP,1.25,Grassland,06:51:00,MANA,Partly Cloudy,2.0,False,75.0,85.0999984741211,False,06:41:00,Singing,MANA-0138,1,Elizabeth Oswald,Grassland
Slight effect on count,19.6000003814697,Chipping Sparrow,Male,2018-05-15,True,84781,False,2018,Spizella passerina,179435,MANA,CHSP,1.25,Grassland,06:51:00,MANA,Partly Cloudy,2.0,False,75.0,85.0999984741211,False,06:41:00,Singing,MANA-0138,1,Elizabeth Oswald,Grassland
Slight effect on count,19.6000003814697,Eastern Towhee,Male,2018-05-15,True,83803,False,2018,Pipilo erythrophthalmus,179276,MANA,EATO,1.25,Grassland,06:51:00,MANA,Partly Cloudy,2.0,False,75.0,85.0999984741211,True,06:41:00,Singing,MANA-0138,1,Elizabeth Oswald,Grassland
Slight effect on count,19.6000003814697,Carolina Wren,Undetermined,2018-05-15,True,88350,False,2018,Thryothorus ludovicianus,178581,MANA,CARW,1.25,Grassland,06:51:00,MANA,Partly Cloudy,2.0,False,75.0,85.0999984741211,False,06:41:00,Singing,MANA-0138,1,Elizabeth Oswald,Grassland
Slight effect on count,19.6000003814697,Eastern Meadowlark,Male,2018-05-15,True,93601,False,2018,Sturnella magna,179034,MANA,EAME,1.25,Grassland,06:51:00,MANA,Partly Cloudy,2.0,False,50.0,85.0999984741211,False,06:41:00,Singing,MANA-0138,1,Elizabeth Oswald,Grassland
Slight effect on count,19.6000003814697,Willow Flycatcher,Undetermined,2018-05-15,True,85827,True,2018,Empidonax traillii,178341,MANA,WIFL,1.25,Grassland,06:51:00,MANA,Partly Cloudy,2.0,False,75.0,85.0999984741211,False,06:41:00,Singing,MANA-0138,1,Elizabeth Oswald,Grassland
Slight effect on count,19.6000003814697,Gray Catbird,Undetermined,2018-05-15,True,89977,False,2018,Dumetella carolinensis,178625,MANA,GRCA,1.25,Grassland,06:51:00,MANA,Partly Cloudy,2.0,False,75.0,85.0999984741211,False,06:41:00,Singing,MANA-0138,1,Elizabeth Oswald,Grassland
Slight effect on count,19.6000003814697,Blackpoll Warbler,Male,2018-05-15,False,773819,False,2018,Setophaga striata,950041,MANA,BLPW,6.25,Grassland,06:51:00,MANA,Partly Cloudy,2.0,False,50.0,85.0999984741211,False,06:41:00,Singing,MANA-0138,1,Elizabeth Oswald,Grassland
Slight effect on count,20.2999992370605,Carolina Wren,Undetermined,2018-05-15,True,88350,False,2018,Thryothorus ludovicianus,178581,MANA,CARW,1.25,Grassland,06:36:00,MANA,Partly Cloudy,2.0,False,75.0,77.3000030517578,False,06:26:00,Singing,MANA-0137,1,Elizabeth Oswald,Grassland
Slight effect on count,20.2999992370605,Eastern Tufted Titmouse,Undetermined,2018-05-15,True,266957,False,2018,Baeolophus bicolor,554138,MANA,ETTI,3.75,Grassland,06:36:00,MANA,Partly Cloudy,2.0,False,75.0,77.3000030517578,False,06:26:00,Singing,MANA-0137,1,Elizabeth Oswald,Grassland
Slight effect on count,20.2999992370605,Indigo Bunting,Male,2018-05-15,False,94257,False,2018,Passerina cyanea,179150,MANA,INBU,3.75,Grassland,06:36:00,MANA,Partly Cloudy,2.0,False,75.0,77.3000030517578,True,06:26:00,Singing,MANA-0137,1,Elizabeth Oswald,Grassland
Slight effect on count,20.2999992370605,Chipping Sparrow,Undetermined,2018-05-15,True,84781,False,2018,Spizella passerina,179435,MANA,CHSP,1.25,Grassland,06:36:00,MANA,Partly Cloudy,2.0,False,50.0,77.3000030517578,False,06:26:00,Visualization,MANA-0137,1,Elizabeth Oswald,Grassland
Slight effect on count,20.2999992370605,Grasshopper Sparrow,Male,2018-05-15,True,83867,False,2018,Ammodramus savannarum,179333,MANA,GRSP,1.25,Grassland,06:36:00,MANA,Partly Cloudy,2.0,False,75.0,77.3000030517578,False,06:26:00,Singing,MANA-0137,1,Elizabeth Oswald,Grassland
Slight effect on count,20.2999992370605,Eastern Meadowlark,Male,2018-05-15,True,93601,False,2018,Sturnella magna,179034,MANA,EAME,1.25,Grassland,06:36:00,MANA,Partly Cloudy,2.0,False,75.0,77.3000030517578,False,06:26:00,Singing,MANA-0137,1,Elizabeth Oswald,Grassland
Slight effect on count,20.2999992370605,Eastern Meadowlark,Male,2018-05-15,True,93601,False,2018,Sturnella magna,179034,MANA,EAME,1.25,Grassland,06:36:00,MANA,Partly Cloudy,2.0,False,50.0,77.3000030517578,False,06:26:00,Singing,MANA-0137,1,Elizabeth Oswald,Grassland
Slight effect on count,20.2999992370605,Grasshopper Sparrow,Male,2018-05-15,True,83867,False,2018,Ammodramus savannarum,179333,MANA,GRSP,1.25,Grassland,06:36:00,MANA,Partly Cloudy,2.0,False,50.0,77.3000030517578,False,06:26:00,Singing,MANA-0137,1,Elizabeth Oswald,Grassland
Slight effect on count,20.2999992370605,Prairie Warbler,Male,2018-05-15,False,890945,True,2018,Setophaga discolor,950052,MANA,PRAW,8.75,Grassland,06:36:00,MANA,Partly Cloudy,2.0,False,75.0,77.3000030517578,True,06:26:00,Singing,MANA-0137,1,Elizabeth Oswald,Grassland
Slight effect on count,20.2999992370605,Northern Cardinal,Undetermined,2018-05-15,False,94228,False,2018,Cardinalis cardinalis,179124,MANA,NOCA,8.75,Grassland,06:36:00,MANA,Partly Cloudy,2.0,False,75.0,77.3000030517578,False,06:26:00,Singing,MANA-0137,1,Elizabeth Oswald,Grassland
No effect on count,20.3999996185303,Cedar Waxwing,Undetermined,2018-05-14,False,88296,False,2018,Bombycilla cedrorum,178532,MANA,CEDW,8.75,Grassland,07:33:00,MANA,Mist/Drizzle,2.0,False,75.0,80.9000015258789,False,07:23:00,Singing,MANA-0267,1,Elizabeth Oswald,Grassland
No effect on count,20.3999996185303,Ovenbird,Male,2018-05-14,False,92689,False,2018,Seiurus aurocapillus,178927,MANA,OVEN,8.75,Grassland,07:33:00,MANA,Mist/Drizzle,2.0,False,75.0,80.9000015258789,False,07:23:00,Singing,MANA-0267,1,Elizabeth Oswald,Grassland
No effect on count,20.3999996185303,Red-eyed Vireo,Male,2018-05-14,False,93587,False,2018,Vireo olivaceus,179021,MANA,REVI,8.75,Grassland,07:33:00,MANA,Mist/Drizzle,2.0,False,50.0,80.9000015258789,False,07:23:00,Singing,MANA-0267,1,Elizabeth Oswald,Grassland
No effect on count,20.3999996185303,Magnolia Warbler,Male,2018-05-14,True,774021,False,2018,Setophaga magnolia,950035,MANA,MAWA,1.25,Grassland,07:33:00,MANA,Mist/Drizzle,2.0,False,50.0,80.9000015258789,False,07:23:00,Singing,MANA-0267,1,Elizabeth Oswald,Grassland
No effect on count,20.3999996185303,Northern Cardinal,Undetermined,2018-05-14,True,94228,False,2018,Cardinalis cardinalis,179124,MANA,NOCA,1.25,Grassland,07:33:00,MANA,Mist/Drizzle,2.0,False,50.0,80.9000015258789,False,07:23:00,Singing,MANA-0267,1,Elizabeth Oswald,Grassland
No effect on count,20.3999996185303,Prairie Warbler,Male,2018-05-14,True,890945,True,2018,Setophaga discolor,950052,MANA,PRAW,1.25,Grassland,07:33:00,MANA,Mist/Drizzle,2.0,False,50.0,80.9000015258789,True,07:23:00,Singing,MANA-0267,1,Elizabeth Oswald,Grassland
No effect on count,20.3999996185303,Swainson's Thrush,Male,2018-05-14,False,87168,False,2018,Catharus ustulatus,179788,MANA,SWTH,8.75,Grassland,07:33:00,MANA,Mist/Drizzle,2.0,False,75.0,80.9000015258789,False,07:23:00,Singing,MANA-0267,1,Elizabeth Oswald,Grassland
No effect on count,20.3999996185303,Carolina Wren,Undetermined,2018-05-14,True,88350,False,2018,Thryothorus ludovicianus,178581,MANA,CARW,1.25,Grassland,07:33:00,MANA,Mist/Drizzle,2.0,False,75.0,80.9000015258789,False,07:23:00,Singing,MANA-0267,1,Elizabeth Oswald,Grassland
No effect on count,20.3999996185303,Brown-headed Cowbird,Male,2018-05-14,False,94215,False,2018,Molothrus ater,179112,MANA,BHCO,6.25,Grassland,07:33:00,MANA,Mist/Drizzle,2.0,False,75.0,80.9000015258789,False,07:23:00,Singing,MANA-0267,1,Elizabeth Oswald,Grassland
No effect on count,20.3999996185303,Red-eyed Vireo,Male,2018-05-14,True,93587,False,2018,Vireo olivaceus,179021,MANA,REVI,1.25,Grassland,07:33:00,MANA,Mist/Drizzle,2.0,False,75.0,80.9000015258789,False,07:23:00,Singing,MANA-0267,1,Elizabeth Oswald,Grassland
No effect on count,20.3999996185303,Blackpoll Warbler,Male,2018-05-14,True,773819,False,2018,Setophaga striata,950041,MANA,BLPW,1.25,Grassland,07:33:00,MANA,Mist/Drizzle,2.0,False,75.0,80.9000015258789,False,07:23:00,Singing,MANA-0267,1,Elizabeth Oswald,Grassland
No effect on count,20.3999996185303,American Redstart,Undetermined,2018-05-14,False,92746,False,2018,Setophaga ruticilla,178979,MANA,AMRE,3.75,Grassland,07:33:00,MANA,Mist/Drizzle,2.0,False,50.0,80.9000015258789,False,07:23:00,Singing,MANA-0267,1,Elizabeth Oswald,Grassland
No effect on count,20.3999996185303,Eastern Towhee,Male,2018-05-14,False,83803,False,2018,Pipilo erythrophthalmus,179276,MANA,EATO,6.25,Grassland,07:33:00,MANA,Mist/Drizzle,2.0,False,75.0,80.9000015258789,True,07:23:00,Singing,MANA-0267,1,Elizabeth Oswald,Grassland
Slight effect on count,17.6000003814697,Field Sparrow,Male,2018-07-14,True,84790,False,2018,Spizella pusilla,179443,MANA,FISP,1.25,Grassland,06:06:00,MANA,Clear or Few Clouds,2.0,False,75.0,70.0,True,05:56:00,Singing,MANA-0076,3,Kimberly Serno,Grassland
Slight effect on count,17.6000003814697,Warbling Vireo,Male,2018-07-14,True,93589,False,2018,Vireo gilvus,179023,MANA,WAVI,1.25,Grassland,06:06:00,MANA,Clear or Few Clouds,2.0,False,50.0,70.0,False,05:56:00,Singing,MANA-0076,3,Kimberly Serno,Grassland
Slight effect on count,17.6000003814697,Blue Jay,Undetermined,2018-07-14,True,86252,False,2018,Cyanocitta cristata,179680,MANA,BLJA,1.25,Grassland,06:06:00,MANA,Clear or Few Clouds,2.0,False,75.0,70.0,False,05:56:00,Calling,MANA-0076,3,Kimberly Serno,Grassland
Slight effect on count,17.6000003814697,Eastern Towhee,Male,2018-07-14,True,83803,False,2018,Pipilo erythrophthalmus,179276,MANA,EATO,1.25,Grassland,06:06:00,MANA,Clear or Few Clouds,2.0,False,50.0,70.0,True,05:56:00,Singing,MANA-0076,3,Kimberly Serno,Grassland
Slight effect on count,17.6000003814697,Carolina Wren,Undetermined,2018-07-14,True,88350,False,2018,Thryothorus ludovicianus,178581,MANA,CARW,1.25,Grassland,06:06:00,MANA,Clear or Few Clouds,2.0,False,50.0,70.0,False,05:56:00,Singing,MANA-0076,3,Kimberly Serno,Grassland
Slight effect on count,17.6000003814697,American Goldfinch,Undetermined,2018-07-14,False,95286,False,2018,Carduelis tristis,179236,MANA,AMGO,6.25,Grassland,06:06:00,MANA,Clear or Few Clouds,2.0,False,50.0,70.0,False,05:56:00,Calling,MANA-0076,3,Kimberly Serno,Grassland
Slight effect on count,17.6000003814697,Field Sparrow,Male,2018-07-14,True,84790,False,2018,Spizella pusilla,179443,MANA,FISP,1.25,Grassland,06:06:00,MANA,Clear or Few Clouds,2.0,False,50.0,70.0,True,05:56:00,Singing,MANA-0076,3,Kimberly Serno,Grassland
Slight effect on count,17.6000003814697,Eastern Towhee,Male,2018-07-14,True,83803,False,2018,Pipilo erythrophthalmus,179276,MANA,EATO,1.25,Grassland,06:06:00,MANA,Clear or Few Clouds,2.0,False,75.0,70.0,True,05:56:00,Singing,MANA-0076,3,Kimberly Serno,Grassland
Slight effect on count,17.6000003814697,Grasshopper Sparrow,Male,2018-07-14,True,83867,False,2018,Ammodramus savannarum,179333,MANA,GRSP,1.25,Grassland,06:06:00,MANA,Clear or Few Clouds,2.0,False,50.0,70.0,False,05:56:00,Singing,MANA-0076,3,Kimberly Serno,Grassland
Slight effect on count,17.6000003814697,Chipping Sparrow,Male,2018-07-14,False,84781,False,2018,Spizella passerina,179435,MANA,CHSP,3.75,Grassland,06:06:00,MANA,Clear or Few Clouds,2.0,False,75.0,70.0,False,05:56:00,Singing,MANA-0076,3,Kimberly Serno,Grassland
Slight effect on count,17.6000003814697,American Goldfinch,Undetermined,2018-07-14,False,95286,False,2018,Carduelis tristis,179236,MANA,AMGO,3.75,Grassland,06:06:00,MANA,Clear or Few Clouds,2.0,False,50.0,70.0,False,05:56:00,Calling,MANA-0076,3,Kimberly Serno,Grassland
Slight effect on count,17.6000003814697,Northern Cardinal,Undetermined,2018-07-14,False,94228,False,2018,Cardinalis cardinalis,179124,MANA,NOCA,8.75,Grassland,06:06:00,MANA,Clear or Few Clouds,2.0,False,75.0,70.0,False,05:56:00,Singing,MANA-0076,3,Kimberly Serno,Grassland
Slight effect on count,17.6000003814697,Fish Crow,Undetermined,2018-07-14,False,87112,False,2018,Corvus ossifragus,179737,MANA,FICR,8.75,Grassland,06:06:00,MANA,Clear or Few Clouds,2.0,True,64.34426229508196,70.0,False,05:56:00,Visualization,MANA-0076,3,Kimberly Serno,Grassland
Slight effect on count,17.6000003814697,Carolina Wren,Undetermined,2018-07-14,True,88350,False,2018,Thryothorus ludovicianus,178581,MANA,CARW,1.25,Grassland,06:06:00,MANA,Clear or Few Clouds,2.0,False,75.0,70.0,False,05:56:00,Singing,MANA-0076,3,Kimberly Serno,Grassland
Slight effect on count,20.8999996185303,Indigo Bunting,Male,2018-07-14,True,94257,False,2018,Passerina cyanea,179150,MANA,INBU,1.25,Grassland,05:49:00,MANA,Clear or Few Clouds,2.0,False,75.0,54.5999984741211,True,05:39:00,Singing,MANA-0058,3,Kimberly Serno,Grassland
Slight effect on count,20.8999996185303,Eastern Towhee,Male,2018-07-14,False,83803,False,2018,Pipilo erythrophthalmus,179276,MANA,EATO,6.25,Grassland,05:49:00,MANA,Clear or Few Clouds,2.0,False,75.0,54.5999984741211,True,05:39:00,Singing,MANA-0058,3,Kimberly Serno,Grassland
Slight effect on count,20.8999996185303,Wood Thrush,Male,2018-07-14,False,87156,True,2018,Hylocichla mustelina,179777,MANA,WOTH,6.25,Grassland,05:49:00,MANA,Clear or Few Clouds,2.0,False,75.0,54.5999984741211,True,05:39:00,Singing,MANA-0058,3,Kimberly Serno,Grassland
Slight effect on count,20.8999996185303,Eastern Meadowlark,Male,2018-07-14,False,93601,False,2018,Sturnella magna,179034,MANA,EAME,6.25,Grassland,05:49:00,MANA,Clear or Few Clouds,2.0,False,75.0,54.5999984741211,False,05:39:00,Singing,MANA-0058,3,Kimberly Serno,Grassland
Slight effect on count,20.8999996185303,Fish Crow,Undetermined,2018-07-14,False,87112,False,2018,Corvus ossifragus,179737,MANA,FICR,8.75,Grassland,05:49:00,MANA,Clear or Few Clouds,2.0,True,64.34426229508196,54.5999984741211,False,05:39:00,Visualization,MANA-0058,3,Kimberly Serno,Grassland
Slight effect on count,20.8999996185303,Northern Cardinal,Undetermined,2018-07-14,True,94228,False,2018,Cardinalis cardinalis,179124,MANA,NOCA,3.75,Grassland,05:49:00,MANA,Clear or Few Clouds,2.0,False,50.0,54.5999984741211,False,05:39:00,Singing,MANA-0058,3,Kimberly Serno,Grassland
Slight effect on count,20.8999996185303,Eastern Bluebird,Undetermined,2018-07-14,False,87184,False,2018,Sialia sialis,179801,MANA,EABL,3.75,Grassland,05:49:00,MANA,Clear or Few Clouds,2.0,False,50.0,54.5999984741211,False,05:39:00,Singing,MANA-0058,3,Kimberly Serno,Grassland
Slight effect on count,20.8999996185303,Grasshopper Sparrow,Male,2018-07-14,True,83867,False,2018,Ammodramus savannarum,179333,MANA,GRSP,1.25,Grassland,05:49:00,MANA,Clear or Few Clouds,2.0,False,75.0,54.5999984741211,False,05:39:00,Singing,MANA-0058,3,Kimberly Serno,Grassland
Slight effect on count,20.8999996185303,Common Yellowthroat,Male,2018-07-14,True,92708,False,2018,Geothlypis trichas,178944,MANA,COYE,1.25,Grassland,05:49:00,MANA,Clear or Few Clouds,2.0,False,75.0,54.5999984741211,False,05:39:00,Singing,MANA-0058,3,Kimberly Serno,Grassland
Slight effect on count,20.8999996185303,Carolina Wren,Undetermined,2018-07-14,True,88350,False,2018,Thryothorus ludovicianus,178581,MANA,CARW,1.25,Grassland,05:49:00,MANA,Clear or Few Clouds,2.0,False,50.0,54.5999984741211,False,05:39:00,Singing,MANA-0058,3,Kimberly Serno,Grassland
Slight effect on count,20.8999996185303,Northern Cardinal,Undetermined,2018-07-14,True,94228,False,2018,Cardinalis cardinalis,179124,MANA,NOCA,1.25,Grassland,05:49:00,MANA,Clear or Few Clouds,2.0,False,50.0,54.5999984741211,False,05:39:00,Singing,MANA-0058,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Indigo Bunting,Male,2018-07-14,True,94257,False,2018,Passerina cyanea,179150,MANA,INBU,1.25,Grassland,06:48:00,MANA,Clear or Few Clouds,2.0,False,50.0,76.0999984741211,True,06:38:00,Singing,MANA-0097,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Eastern Towhee,Male,2018-07-14,True,83803,False,2018,Pipilo erythrophthalmus,179276,MANA,EATO,1.25,Grassland,06:48:00,MANA,Clear or Few Clouds,2.0,False,50.0,76.0999984741211,True,06:38:00,Singing,MANA-0097,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Field Sparrow,Male,2018-07-14,True,84790,False,2018,Spizella pusilla,179443,MANA,FISP,1.25,Grassland,06:48:00,MANA,Clear or Few Clouds,2.0,False,50.0,76.0999984741211,True,06:38:00,Singing,MANA-0097,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Common Yellowthroat,Male,2018-07-14,True,92708,False,2018,Geothlypis trichas,178944,MANA,COYE,1.25,Grassland,06:48:00,MANA,Clear or Few Clouds,2.0,False,50.0,76.0999984741211,False,06:38:00,Singing,MANA-0097,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Blue Jay,Undetermined,2018-07-14,True,86252,False,2018,Cyanocitta cristata,179680,MANA,BLJA,1.25,Grassland,06:48:00,MANA,Clear or Few Clouds,2.0,False,50.0,76.0999984741211,False,06:38:00,Calling,MANA-0097,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Northern Cardinal,Undetermined,2018-07-14,True,94228,False,2018,Cardinalis cardinalis,179124,MANA,NOCA,1.25,Grassland,06:48:00,MANA,Clear or Few Clouds,2.0,False,50.0,76.0999984741211,False,06:38:00,Singing,MANA-0097,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Field Sparrow,Male,2018-07-14,True,84790,False,2018,Spizella pusilla,179443,MANA,FISP,1.25,Grassland,06:48:00,MANA,Clear or Few Clouds,2.0,False,75.0,76.0999984741211,True,06:38:00,Singing,MANA-0097,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Carolina Wren,Undetermined,2018-07-14,False,88350,False,2018,Thryothorus ludovicianus,178581,MANA,CARW,8.75,Grassland,06:48:00,MANA,Clear or Few Clouds,2.0,False,75.0,76.0999984741211,False,06:38:00,Singing,MANA-0097,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Eastern Meadowlark,Male,2018-07-14,True,93601,False,2018,Sturnella magna,179034,MANA,EAME,1.25,Grassland,06:48:00,MANA,Clear or Few Clouds,2.0,False,75.0,76.0999984741211,False,06:38:00,Singing,MANA-0097,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Carolina Wren,Undetermined,2018-07-14,True,88350,False,2018,Thryothorus ludovicianus,178581,MANA,CARW,1.25,Grassland,06:48:00,MANA,Clear or Few Clouds,2.0,False,50.0,76.0999984741211,False,06:38:00,Singing,MANA-0097,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Eastern Towhee,Male,2018-07-14,False,83803,False,2018,Pipilo erythrophthalmus,179276,MANA,EATO,8.75,Grassland,06:48:00,MANA,Clear or Few Clouds,2.0,False,75.0,76.0999984741211,True,06:38:00,Singing,MANA-0097,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Eastern Tufted Titmouse,Undetermined,2018-07-14,True,266957,False,2018,Baeolophus bicolor,554138,MANA,ETTI,3.75,Grassland,06:48:00,MANA,Clear or Few Clouds,2.0,False,75.0,76.0999984741211,False,06:38:00,Singing,MANA-0097,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Downy Woodpecker,Undetermined,2018-07-14,True,84936,False,2018,Picoides pubescens,178259,MANA,DOWO,1.25,Grassland,06:48:00,MANA,Clear or Few Clouds,2.0,False,75.0,76.0999984741211,True,06:38:00,Calling,MANA-0097,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Northern Cardinal,Undetermined,2018-07-14,False,94228,False,2018,Cardinalis cardinalis,179124,MANA,NOCA,8.75,Grassland,06:28:00,MANA,Clear or Few Clouds,2.0,False,75.0,71.3000030517578,False,06:18:00,Singing,MANA-0055,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Common Yellowthroat,Male,2018-07-14,True,92708,False,2018,Geothlypis trichas,178944,MANA,COYE,3.75,Grassland,06:28:00,MANA,Clear or Few Clouds,2.0,False,50.0,71.3000030517578,False,06:18:00,Singing,MANA-0055,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Indigo Bunting,Male,2018-07-14,True,94257,False,2018,Passerina cyanea,179150,MANA,INBU,3.75,Grassland,06:28:00,MANA,Clear or Few Clouds,2.0,False,75.0,71.3000030517578,True,06:18:00,Singing,MANA-0055,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Eastern Meadowlark,Male,2018-07-14,False,93601,False,2018,Sturnella magna,179034,MANA,EAME,3.75,Grassland,06:28:00,MANA,Clear or Few Clouds,2.0,False,75.0,71.3000030517578,False,06:18:00,Singing,MANA-0055,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Eastern Towhee,Male,2018-07-14,False,83803,False,2018,Pipilo erythrophthalmus,179276,MANA,EATO,8.75,Grassland,06:28:00,MANA,Clear or Few Clouds,2.0,False,75.0,71.3000030517578,True,06:18:00,Singing,MANA-0055,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Eastern Tufted Titmouse,Undetermined,2018-07-14,False,266957,False,2018,Baeolophus bicolor,554138,MANA,ETTI,8.75,Grassland,06:28:00,MANA,Clear or Few Clouds,2.0,False,75.0,71.3000030517578,False,06:18:00,Singing,MANA-0055,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Carolina Wren,Undetermined,2018-07-14,True,88350,False,2018,Thryothorus ludovicianus,178581,MANA,CARW,1.25,Grassland,06:28:00,MANA,Clear or Few Clouds,2.0,False,50.0,71.3000030517578,False,06:18:00,Singing,MANA-0055,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Northern Cardinal,Undetermined,2018-07-14,True,94228,False,2018,Cardinalis cardinalis,179124,MANA,NOCA,1.25,Grassland,06:28:00,MANA,Clear or Few Clouds,2.0,False,50.0,71.3000030517578,False,06:18:00,Singing,MANA-0055,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Indigo Bunting,Male,2018-07-14,True,94257,False,2018,Passerina cyanea,179150,MANA,INBU,1.25,Grassland,06:28:00,MANA,Clear or Few Clouds,2.0,False,50.0,71.3000030517578,True,06:18:00,Singing,MANA-0055,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Eastern Towhee,Male,2018-07-14,True,83803,False,2018,Pipilo erythrophthalmus,179276,MANA,EATO,1.25,Grassland,06:28:00,MANA,Clear or Few Clouds,2.0,False,50.0,71.3000030517578,True,06:18:00,Singing,MANA-0055,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,American Robin,Undetermined,2018-07-14,True,87136,False,2018,Turdus migratorius,179759,MANA,AMRO,1.25,Grassland,06:28:00,MANA,Clear or Few Clouds,2.0,False,50.0,71.3000030517578,False,06:18:00,Calling,MANA-0055,3,Kimberly Serno,Grassland
Slight effect on count,16.7999992370605,Carolina Wren,Undetermined,2018-07-14,True,88350,False,2018,Thryothorus ludovicianus,178581,MANA,CARW,1.25,Grassland,06:28:00,MANA,Clear or Few Clouds,2.0,False,50.0,71.3000030517578,False,06:18:00,Calling,MANA-0055,3,Kimberly Serno,Grassland
Slight effect on count,21.6000003814697,Common Yellowthroat,Male,2018-07-14,True,92708,False,2018,Geothlypis trichas,178944,MANA,COYE,1.25,Grassland,07:31:00,MANA,Clear or Few Clouds,1.0,False,50.0,84.0999984741211,False,07:21:00,Singing,MANA-0138,3,Kimberly Serno,Grassland
Slight effect on count,21.6000003814697,Carolina Chickadee,Undetermined,2018-07-14,False,265876,False,2018,Poecile carolinensis,554383,MANA,CACH,8.75,Grassland,07:31:00,MANA,Clear or Few Clouds,1.0,False,75.0,84.0999984741211,True,07:21:00,Calling,MANA-0138,3,Kimberly Serno,Grassland
